Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,PROKKA_Fusobacterium_necrophorum_BL.fna,PROKKA_Fusobacterium_necrophorum_D12.fna,PROKKA_Fusobacterium_necrophorum_DJ-1.fna,PROKKA_Fusobacterium_necrophorum_DJ-2.fna,PROKKA_Fusobacterium_necrophorum_isolate_MGYG-HGUT-02362.fna,PROKKA_Fusobacterium_necrophorum_strain_ATCC_25286.fna,PROKKA_Fusobacterium_necrophorum_strain_FDAARGOS_565.fna,PROKKA_Fusobacterium_necrophorum_strain_KG34.fna,PROKKA_Fusobacterium_necrophorum_strain_KG35.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_ATCC_51357.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_B35_FNF_B35.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_Fnf_1007.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_1_1.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_CCUG_42162.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1248.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1250.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1260.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1267.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1285.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1291.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1309.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1314_102.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1330.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1351_200.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1353.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1365.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1195_338.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1197.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1260.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1264.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1266.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1272_324.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1291.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_P1_CP.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_P1_LM.fna,PROKKA_Fusobacterium_necrophorum_subsp._necrophorum_strain_ATCC_25286.fna,PROKKA_usobacterium_necrophorum_BFTR-1.fna,PROKKA_usobacterium_necrophorum_BFTR-2.fna,PROKKA_usobacterium_necrophorum_DAB.fna,PROKKA_usobacterium_necrophorum_HUN048_T527.fna,PROKKA_usobacterium_necrophorum_subsp._funduliforme_B35.fna,PROKKA_usobacterium_necrophorum_subsp._funduliforme_strain_LS_1280.fna
group_2299,,hypothetical protein,41,41,1,56,5283,1,3064,,362,362,362,CNENEDLI_01001,,EJBHNGMC_02079,DCFFOKJI_01581,PHBPEANE_01423,JINGLCIG_01847,ADPOPIFB_00158,NJBJJNNI_01911,DJMJFLHK_01863,AIHILEFE_00137,JGGOHAED_01579,GJMCKLCA_00920,GBODHHMP_01083,MNODNHPF_01546,EJGBHNGE_01775,BJIHFIIA_02408,CCJAMINL_00942,INNBEBHB_01960,BCLEFNON_00402,PIKLICFD_00732,KCBGGAIE_00525,DKDLJDCI_01898,HHABKOMD_00331,HFDAGFPP_01841,OIIKEPCC_01593,LJEDAGOM_00294,IPMILDJG_02112,BJPOBNPA_01788,MHOHJPEI_02029,IFBIBDFK_01994,NDJNICBH_00466,GDMGBJMC_00196,PCEJJBAK_01937,CENHJHOP_00087,OJDKFIFK_00087,HDNLMBCC_01308,LLAELIHG_00250,JNMNFCGE_01752,FDAPKMPL_02079,PPEHEOKD_01902,GBLJPCAA_00382,DMLJKPOB_01127
maf,,Septum formation protein Maf,41,41,1,56,2665,3,4,,422,569,565,CNENEDLI_01040,DFALKBJJ_00902,EJBHNGMC_00720,DCFFOKJI_01238,PHBPEANE_01808,JINGLCIG_01668,ADPOPIFB_01273,NJBJJNNI_00476,,AIHILEFE_00947,JGGOHAED_01907,GJMCKLCA_01611,GBODHHMP_00172,MNODNHPF_02024,EJGBHNGE_01136,BJIHFIIA_00908,CCJAMINL_02170,INNBEBHB_00879,BCLEFNON_00899,PIKLICFD_01929,KCBGGAIE_00832,DKDLJDCI_00289,HHABKOMD_00802,HFDAGFPP_00421,OIIKEPCC_00839,LJEDAGOM_01131,IPMILDJG_01139,BJPOBNPA_00630,MHOHJPEI_00864,IFBIBDFK_00987,NDJNICBH_01403,GDMGBJMC_00397,PCEJJBAK_00722,CENHJHOP_00472,OJDKFIFK_00498,HDNLMBCC_00184,LLAELIHG_00641,JNMNFCGE_01110,FDAPKMPL_00949,PPEHEOKD_00158,GBLJPCAA_00079,DMLJKPOB_00927
folC,,Dihydrofolate synthase/folylpolyglutamate synthase,41,41,1,56,2682,84,3,,1229,1229,1229,CNENEDLI_01055,DFALKBJJ_00917,EJBHNGMC_00735,DCFFOKJI_01223,PHBPEANE_01823,JINGLCIG_01683,ADPOPIFB_01288,NJBJJNNI_00461,DJMJFLHK_00990,AIHILEFE_00932,JGGOHAED_01832,GJMCKLCA_01626,GBODHHMP_00157,MNODNHPF_02009,EJGBHNGE_01151,BJIHFIIA_00893,CCJAMINL_02155,INNBEBHB_00864,BCLEFNON_00884,PIKLICFD_01914,KCBGGAIE_00817,DKDLJDCI_00274,HHABKOMD_00787,HFDAGFPP_00406,OIIKEPCC_00824,LJEDAGOM_01116,IPMILDJG_01154,BJPOBNPA_00615,MHOHJPEI_00849,IFBIBDFK_00972,NDJNICBH_01388,GDMGBJMC_00412,PCEJJBAK_00707,CENHJHOP_00487,OJDKFIFK_00513,HDNLMBCC_00169,LLAELIHG_00626,,FDAPKMPL_00964,PPEHEOKD_00143,GBLJPCAA_00053,DMLJKPOB_00942
yutF,,Acid sugar phosphatase,41,41,1,56,3830,213,1,,791,791,791,CNENEDLI_01114,DFALKBJJ_01855,EJBHNGMC_00517,DCFFOKJI_00233,PHBPEANE_00228,JINGLCIG_00481,ADPOPIFB_00883,NJBJJNNI_00973,,AIHILEFE_00416,JGGOHAED_00791,GJMCKLCA_01844,GBODHHMP_00430,MNODNHPF_00942,EJGBHNGE_01190,BJIHFIIA_01892,CCJAMINL_00116,INNBEBHB_01432,BCLEFNON_01607,PIKLICFD_00111,KCBGGAIE_01299,DKDLJDCI_01272,HHABKOMD_01268,HFDAGFPP_00852,OIIKEPCC_01349,LJEDAGOM_00430,IPMILDJG_00278,BJPOBNPA_00070,MHOHJPEI_01675,IFBIBDFK_01656,NDJNICBH_01046,GDMGBJMC_01438,PCEJJBAK_01493,CENHJHOP_00805,OJDKFIFK_01118,HDNLMBCC_00584,LLAELIHG_00904,JNMNFCGE_00479,FDAPKMPL_00881,PPEHEOKD_01235,GBLJPCAA_02218,DMLJKPOB_01287
group_234,,hypothetical protein,41,41,1,56,1282,1,3576,,434,599,581,CNENEDLI_00901,DFALKBJJ_01394,EJBHNGMC_01405,DCFFOKJI_01133,PHBPEANE_00451,JINGLCIG_01301,ADPOPIFB_02347,NJBJJNNI_00085,,AIHILEFE_01818,JGGOHAED_00092,GJMCKLCA_01166,GBODHHMP_01627,MNODNHPF_00232,EJGBHNGE_01116,BJIHFIIA_01015,CCJAMINL_01284,INNBEBHB_00895,BCLEFNON_00916,PIKLICFD_01053,KCBGGAIE_00909,DKDLJDCI_01050,HHABKOMD_00845,HFDAGFPP_01145,OIIKEPCC_00208,LJEDAGOM_00016,IPMILDJG_01696,BJPOBNPA_00990,MHOHJPEI_00881,IFBIBDFK_00441,NDJNICBH_01818,GDMGBJMC_01766,PCEJJBAK_00235,CENHJHOP_01133,OJDKFIFK_00795,HDNLMBCC_01524,LLAELIHG_01474,JNMNFCGE_01248,FDAPKMPL_01585,PPEHEOKD_00412,GBLJPCAA_00837,DMLJKPOB_00183
group_2346,,hypothetical protein,41,41,1,56,1091,43,6,,512,512,512,CNENEDLI_01178,DFALKBJJ_01496,EJBHNGMC_00545,DCFFOKJI_01640,PHBPEANE_00347,JINGLCIG_00585,ADPOPIFB_01656,NJBJJNNI_00833,,AIHILEFE_01492,JGGOHAED_00200,GJMCKLCA_01710,GBODHHMP_01310,MNODNHPF_00130,EJGBHNGE_00969,BJIHFIIA_01119,CCJAMINL_01179,INNBEBHB_00999,BCLEFNON_01020,PIKLICFD_00947,KCBGGAIE_01014,DKDLJDCI_00945,HHABKOMD_00949,HFDAGFPP_01047,OIIKEPCC_00313,LJEDAGOM_00119,IPMILDJG_01800,BJPOBNPA_00892,MHOHJPEI_00986,IFBIBDFK_00336,NDJNICBH_00080,GDMGBJMC_01863,PCEJJBAK_00130,CENHJHOP_01029,OJDKFIFK_00691,HDNLMBCC_02213,LLAELIHG_00862,JNMNFCGE_01646,FDAPKMPL_00400,PPEHEOKD_00312,GBLJPCAA_00698,DMLJKPOB_00082
rpmH,,50S ribosomal protein L34,41,41,1,56,3694,30,11,,134,134,134,CNENEDLI_01212,,EJBHNGMC_01797,DCFFOKJI_01742,PHBPEANE_01786,JINGLCIG_02273,ADPOPIFB_01086,NJBJJNNI_00864,DJMJFLHK_01103,AIHILEFE_01243,JGGOHAED_01797,GJMCKLCA_00720,GBODHHMP_00321,MNODNHPF_01720,EJGBHNGE_00859,BJIHFIIA_00845,CCJAMINL_02319,INNBEBHB_00816,BCLEFNON_00836,PIKLICFD_02079,KCBGGAIE_00769,DKDLJDCI_00110,HHABKOMD_00739,HFDAGFPP_00358,OIIKEPCC_00619,LJEDAGOM_01012,IPMILDJG_01654,BJPOBNPA_00567,MHOHJPEI_00738,IFBIBDFK_00759,NDJNICBH_00864,GDMGBJMC_00919,PCEJJBAK_00502,CENHJHOP_00450,OJDKFIFK_00476,HDNLMBCC_00371,LLAELIHG_01327,JNMNFCGE_02026,FDAPKMPL_01711,PPEHEOKD_00978,GBLJPCAA_02343,DMLJKPOB_00621
rsmA,,Ribosomal RNA small subunit methyltransferase A,41,41,1,56,6050,207,1,,719,806,803,CNENEDLI_01345,DFALKBJJ_01625,EJBHNGMC_01173,DCFFOKJI_01513,PHBPEANE_01733,JINGLCIG_02158,ADPOPIFB_01541,NJBJJNNI_01699,,AIHILEFE_00893,JGGOHAED_01077,GJMCKLCA_01287,GBODHHMP_02079,MNODNHPF_01820,EJGBHNGE_00442,BJIHFIIA_01328,CCJAMINL_01753,INNBEBHB_01251,BCLEFNON_01972,PIKLICFD_01509,KCBGGAIE_01169,DKDLJDCI_01601,HHABKOMD_01144,HFDAGFPP_01438,OIIKEPCC_00497,LJEDAGOM_01274,IPMILDJG_01426,BJPOBNPA_01440,MHOHJPEI_01886,IFBIBDFK_02289,NDJNICBH_00685,GDMGBJMC_01253,PCEJJBAK_00338,CENHJHOP_00397,OJDKFIFK_01598,HDNLMBCC_02328,LLAELIHG_01694,JNMNFCGE_00659,FDAPKMPL_00311,PPEHEOKD_00723,GBLJPCAA_01377,DMLJKPOB_01594
spk1,,Serine/threonine-protein kinase PK-1,41,41,1,56,6052,85,2,,707,707,707,CNENEDLI_01347,DFALKBJJ_01623,EJBHNGMC_01175,DCFFOKJI_01515,PHBPEANE_01731,JINGLCIG_02160,ADPOPIFB_01539,NJBJJNNI_01701,,AIHILEFE_00891,JGGOHAED_01079,GJMCKLCA_01285,GBODHHMP_02081,MNODNHPF_01818,EJGBHNGE_00444,BJIHFIIA_01330,CCJAMINL_01755,INNBEBHB_01253,BCLEFNON_01974,PIKLICFD_01511,KCBGGAIE_01171,DKDLJDCI_01599,HHABKOMD_01146,HFDAGFPP_01440,OIIKEPCC_00495,LJEDAGOM_01276,IPMILDJG_01428,BJPOBNPA_01442,MHOHJPEI_01888,IFBIBDFK_02287,NDJNICBH_00687,GDMGBJMC_01255,PCEJJBAK_00340,CENHJHOP_00395,OJDKFIFK_01600,HDNLMBCC_02330,LLAELIHG_01696,JNMNFCGE_00657,FDAPKMPL_00309,PPEHEOKD_00721,GBLJPCAA_01380,DMLJKPOB_01596
alr1_2,,Alanine racemase 1,41,41,1,56,3912,88,2,,1064,1064,1064,CNENEDLI_01366,DFALKBJJ_01888,EJBHNGMC_00288,DCFFOKJI_00677,PHBPEANE_00195,JINGLCIG_00976,ADPOPIFB_00836,NJBJJNNI_01006,,AIHILEFE_00449,JGGOHAED_00835,GJMCKLCA_01877,GBODHHMP_00480,MNODNHPF_00909,EJGBHNGE_01708,BJIHFIIA_01925,CCJAMINL_00149,INNBEBHB_01465,BCLEFNON_01640,PIKLICFD_00144,KCBGGAIE_01333,DKDLJDCI_01305,HHABKOMD_01301,HFDAGFPP_00819,OIIKEPCC_01382,LJEDAGOM_00463,IPMILDJG_00245,BJPOBNPA_00103,MHOHJPEI_01642,IFBIBDFK_01689,NDJNICBH_00412,GDMGBJMC_01471,PCEJJBAK_01526,CENHJHOP_00772,OJDKFIFK_01151,HDNLMBCC_00631,LLAELIHG_01637,JNMNFCGE_00575,FDAPKMPL_00521,PPEHEOKD_01268,GBLJPCAA_02168,DMLJKPOB_01320
murC,,UDP-N-acetylmuramate--L-alanine ligase,41,41,1,56,3788,28,10,,1343,1343,1343,CNENEDLI_01438,DFALKBJJ_00675,EJBHNGMC_00659,DCFFOKJI_00341,PHBPEANE_01879,JINGLCIG_00144,ADPOPIFB_01012,NJBJJNNI_00936,,AIHILEFE_00030,JGGOHAED_01733,GJMCKLCA_00053,GBODHHMP_00393,MNODNHPF_01647,EJGBHNGE_00742,BJIHFIIA_00939,CCJAMINL_00077,INNBEBHB_00739,BCLEFNON_01190,PIKLICFD_00073,KCBGGAIE_00730,DKDLJDCI_00163,HHABKOMD_00662,HFDAGFPP_00891,OIIKEPCC_00672,LJEDAGOM_00548,IPMILDJG_00056,BJPOBNPA_00031,MHOHJPEI_00661,IFBIBDFK_00812,NDJNICBH_00825,GDMGBJMC_00057,PCEJJBAK_00556,CENHJHOP_00543,OJDKFIFK_00569,HDNLMBCC_00456,LLAELIHG_01952,JNMNFCGE_00382,FDAPKMPL_00763,PPEHEOKD_01055,GBLJPCAA_02256,DMLJKPOB_00577
murD,,UDP-N-acetylmuramoylalanine--D-glutamate ligase,41,41,1,56,3786,28,6,,1301,1301,1301,CNENEDLI_01440,DFALKBJJ_00677,EJBHNGMC_00657,DCFFOKJI_00343,PHBPEANE_01877,JINGLCIG_00146,ADPOPIFB_01014,NJBJJNNI_00934,,AIHILEFE_00032,JGGOHAED_01735,GJMCKLCA_00055,GBODHHMP_00391,MNODNHPF_01649,EJGBHNGE_00740,BJIHFIIA_00937,CCJAMINL_00075,INNBEBHB_00737,BCLEFNON_01188,PIKLICFD_00071,KCBGGAIE_00728,DKDLJDCI_00165,HHABKOMD_00660,HFDAGFPP_00893,OIIKEPCC_00674,LJEDAGOM_00546,IPMILDJG_00054,BJPOBNPA_00029,MHOHJPEI_00659,IFBIBDFK_00814,NDJNICBH_00823,GDMGBJMC_00055,PCEJJBAK_00558,CENHJHOP_00541,OJDKFIFK_00567,HDNLMBCC_00454,LLAELIHG_01950,JNMNFCGE_00384,FDAPKMPL_00765,PPEHEOKD_01053,GBLJPCAA_02258,DMLJKPOB_00579
group_2410,,hypothetical protein,41,41,1,56,3772,73,4,,656,656,656,CNENEDLI_01449,DFALKBJJ_00686,EJBHNGMC_00648,DCFFOKJI_00352,PHBPEANE_01868,JINGLCIG_00155,ADPOPIFB_01023,NJBJJNNI_00925,,AIHILEFE_00041,JGGOHAED_01744,GJMCKLCA_00064,GBODHHMP_00382,MNODNHPF_01658,EJGBHNGE_00731,BJIHFIIA_00928,CCJAMINL_00066,INNBEBHB_00728,BCLEFNON_01179,PIKLICFD_00062,KCBGGAIE_00719,DKDLJDCI_00174,HHABKOMD_00651,HFDAGFPP_00902,OIIKEPCC_00683,LJEDAGOM_00537,IPMILDJG_00045,BJPOBNPA_00020,MHOHJPEI_00650,IFBIBDFK_00823,NDJNICBH_00814,GDMGBJMC_00046,PCEJJBAK_00567,CENHJHOP_00532,OJDKFIFK_00558,HDNLMBCC_00445,LLAELIHG_01941,JNMNFCGE_00393,FDAPKMPL_00774,PPEHEOKD_01044,GBLJPCAA_02271,DMLJKPOB_00588
oppD_3,,Oligopeptide transport ATP-binding protein OppD,41,41,1,56,4398,10,4,,341,752,741,CNENEDLI_01477,DFALKBJJ_00106,EJBHNGMC_00497,DCFFOKJI_00830,PHBPEANE_00520,JINGLCIG_01200,ADPOPIFB_00472,NJBJJNNI_01459,,AIHILEFE_01308,JGGOHAED_00409,GJMCKLCA_01035,GBODHHMP_00801,MNODNHPF_01049,EJGBHNGE_00114,BJIHFIIA_00225,CCJAMINL_00471,INNBEBHB_00116,BCLEFNON_00117,PIKLICFD_00384,KCBGGAIE_00194,DKDLJDCI_00477,HHABKOMD_00117,HFDAGFPP_00570,OIIKEPCC_01008,LJEDAGOM_00871,IPMILDJG_00419,BJPOBNPA_00349,MHOHJPEI_00117,IFBIBDFK_01190,NDJNICBH_00492,GDMGBJMC_00686,PCEJJBAK_01401,CENHJHOP_01204,OJDKFIFK_00986,HDNLMBCC_00994,LLAELIHG_00401,JNMNFCGE_00303,FDAPKMPL_00794,PPEHEOKD_01207,GBLJPCAA_01873,DMLJKPOB_00869
gsiC_2,,Glutathione transport system permease protein GsiC,41,41,1,56,4423,10,6,,965,965,965,CNENEDLI_01480,DFALKBJJ_00109,EJBHNGMC_01014,DCFFOKJI_00833,PHBPEANE_00523,JINGLCIG_01197,ADPOPIFB_00469,NJBJJNNI_01456,,AIHILEFE_01305,JGGOHAED_00406,GJMCKLCA_01032,GBODHHMP_00798,MNODNHPF_01046,EJGBHNGE_00111,BJIHFIIA_00222,CCJAMINL_00474,INNBEBHB_00065,BCLEFNON_00114,PIKLICFD_00387,KCBGGAIE_00197,DKDLJDCI_00480,HHABKOMD_00114,HFDAGFPP_00567,OIIKEPCC_01011,LJEDAGOM_00868,IPMILDJG_00422,BJPOBNPA_00352,MHOHJPEI_00114,IFBIBDFK_01193,NDJNICBH_00495,GDMGBJMC_00683,PCEJJBAK_01404,CENHJHOP_01207,OJDKFIFK_00989,HDNLMBCC_00997,LLAELIHG_00398,JNMNFCGE_00306,FDAPKMPL_00797,PPEHEOKD_01210,GBLJPCAA_01870,DMLJKPOB_00866
appA_2,,Oligopeptide-binding protein AppA,41,41,1,56,4424,10,5,,1541,1541,1541,CNENEDLI_01481,DFALKBJJ_00110,EJBHNGMC_01015,DCFFOKJI_00834,PHBPEANE_00524,JINGLCIG_01196,ADPOPIFB_00468,NJBJJNNI_01455,,AIHILEFE_01304,JGGOHAED_00405,GJMCKLCA_01031,GBODHHMP_00797,MNODNHPF_01045,EJGBHNGE_00110,BJIHFIIA_00221,CCJAMINL_00475,INNBEBHB_00064,BCLEFNON_00113,PIKLICFD_00388,KCBGGAIE_00198,DKDLJDCI_00481,HHABKOMD_00113,HFDAGFPP_00566,OIIKEPCC_01012,LJEDAGOM_00867,IPMILDJG_00423,BJPOBNPA_00353,MHOHJPEI_00113,IFBIBDFK_01194,NDJNICBH_00496,GDMGBJMC_00682,PCEJJBAK_01405,CENHJHOP_01208,OJDKFIFK_00990,HDNLMBCC_00998,LLAELIHG_00397,JNMNFCGE_00307,FDAPKMPL_00798,PPEHEOKD_01211,GBLJPCAA_01869,DMLJKPOB_00865
yciV,,5'-3' exoribonuclease,41,41,1,56,5543,206,1,,818,818,818,CNENEDLI_01525,DFALKBJJ_00270,EJBHNGMC_00760,DCFFOKJI_01248,PHBPEANE_00893,JINGLCIG_01151,ADPOPIFB_00423,NJBJJNNI_00539,,AIHILEFE_01757,JGGOHAED_00662,GJMCKLCA_01763,GBODHHMP_01026,MNODNHPF_00711,EJGBHNGE_01894,BJIHFIIA_02158,CCJAMINL_00831,INNBEBHB_01843,BCLEFNON_01454,PIKLICFD_00677,KCBGGAIE_01713,DKDLJDCI_00771,HHABKOMD_01683,HFDAGFPP_01636,OIIKEPCC_01882,LJEDAGOM_01645,IPMILDJG_00891,BJPOBNPA_01253,MHOHJPEI_01804,IFBIBDFK_01430,NDJNICBH_01074,GDMGBJMC_00972,PCEJJBAK_00960,CENHJHOP_01577,OJDKFIFK_01447,HDNLMBCC_01043,LLAELIHG_01277,JNMNFCGE_00877,FDAPKMPL_00213,PPEHEOKD_01650,GBLJPCAA_01557,DMLJKPOB_01878
group_2428,,putative transporter,41,41,1,56,5536,14,5,,383,1274,1252,CNENEDLI_01530,DFALKBJJ_00265,EJBHNGMC_00043,DCFFOKJI_01253,PHBPEANE_00899,JINGLCIG_01146,ADPOPIFB_00418,NJBJJNNI_00534,DJMJFLHK_00132,AIHILEFE_01762,JGGOHAED_00657,GJMCKLCA_01758,GBODHHMP_01031,MNODNHPF_00716,EJGBHNGE_01889,BJIHFIIA_02163,CCJAMINL_00836,INNBEBHB_01848,BCLEFNON_01459,PIKLICFD_00682,KCBGGAIE_01718,DKDLJDCI_00776,HHABKOMD_01688,HFDAGFPP_01631,OIIKEPCC_01877,LJEDAGOM_01650,IPMILDJG_00896,BJPOBNPA_01258,MHOHJPEI_01809,IFBIBDFK_01435,NDJNICBH_01069,GDMGBJMC_00967,PCEJJBAK_00965,CENHJHOP_01583,OJDKFIFK_01441,HDNLMBCC_01048,LLAELIHG_01282,JNMNFCGE_01974,,PPEHEOKD_01645,GBLJPCAA_01548,DMLJKPOB_01873
coaE,,Dephospho-CoA kinase,41,41,1,56,5527,68,5,,602,602,602,CNENEDLI_01537,DFALKBJJ_00258,EJBHNGMC_00477,DCFFOKJI_01260,PHBPEANE_00906,JINGLCIG_01139,ADPOPIFB_00411,NJBJJNNI_00527,DJMJFLHK_00139,AIHILEFE_01769,JGGOHAED_00650,GJMCKLCA_01751,GBODHHMP_01038,MNODNHPF_00723,EJGBHNGE_01882,BJIHFIIA_02170,CCJAMINL_00843,INNBEBHB_01855,BCLEFNON_01466,PIKLICFD_00689,KCBGGAIE_01725,DKDLJDCI_00783,HHABKOMD_01695,HFDAGFPP_01624,OIIKEPCC_01870,LJEDAGOM_01657,IPMILDJG_00903,BJPOBNPA_01265,MHOHJPEI_01816,IFBIBDFK_01442,NDJNICBH_01062,GDMGBJMC_00960,PCEJJBAK_00972,CENHJHOP_01590,OJDKFIFK_01434,HDNLMBCC_01055,LLAELIHG_01289,JNMNFCGE_01227,FDAPKMPL_01286,PPEHEOKD_01638,,DMLJKPOB_01866
pyrK,,"Dihydroorotate dehydrogenase B (NAD( )), electron transfer subunit",41,41,1,56,4850,203,1,,800,800,800,CNENEDLI_01565,DFALKBJJ_00381,,DCFFOKJI_00903,PHBPEANE_00785,JINGLCIG_01715,ADPOPIFB_00348,NJBJJNNI_00647,DJMJFLHK_01140,AIHILEFE_00312,JGGOHAED_01926,GJMCKLCA_02055,GBODHHMP_00920,MNODNHPF_00596,EJGBHNGE_00553,BJIHFIIA_02050,CCJAMINL_00723,INNBEBHB_01735,BCLEFNON_01347,PIKLICFD_00563,KCBGGAIE_01605,DKDLJDCI_00658,HHABKOMD_01575,HFDAGFPP_01748,OIIKEPCC_01195,LJEDAGOM_01538,IPMILDJG_00783,BJPOBNPA_01145,MHOHJPEI_01696,IFBIBDFK_01316,NDJNICBH_01632,GDMGBJMC_01084,PCEJJBAK_00846,CENHJHOP_01469,OJDKFIFK_01554,HDNLMBCC_01118,LLAELIHG_01786,JNMNFCGE_02340,FDAPKMPL_00635,PPEHEOKD_00055,GBLJPCAA_01711,DMLJKPOB_00740
queF,,NADPH-dependent 7-cyano-7-deazaguanine reductase,41,41,1,56,6247,61,3,,482,482,482,CNENEDLI_01690,DFALKBJJ_01547,EJBHNGMC_02015,DCFFOKJI_02207,PHBPEANE_00988,JINGLCIG_00250,ADPOPIFB_00592,NJBJJNNI_01770,,AIHILEFE_00985,JGGOHAED_01149,GJMCKLCA_01215,GBODHHMP_02151,MNODNHPF_01943,EJGBHNGE_00351,BJIHFIIA_01466,CCJAMINL_01889,INNBEBHB_01379,BCLEFNON_02280,PIKLICFD_01647,KCBGGAIE_01242,DKDLJDCI_01464,HHABKOMD_01216,HFDAGFPP_01567,OIIKEPCC_01812,LJEDAGOM_01347,IPMILDJG_01562,BJPOBNPA_00516,MHOHJPEI_00357,IFBIBDFK_02049,NDJNICBH_00757,GDMGBJMC_01384,PCEJJBAK_01813,CENHJHOP_01672,OJDKFIFK_01670,HDNLMBCC_00876,LLAELIHG_00531,JNMNFCGE_00329,FDAPKMPL_01399,PPEHEOKD_00651,GBLJPCAA_01468,DMLJKPOB_01666
queD,,"6-carboxy-5,6,7,8-tetrahydropterin synthase",41,41,1,56,6251,18,8,,443,443,443,CNENEDLI_01694,DFALKBJJ_01551,EJBHNGMC_02011,DCFFOKJI_02203,PHBPEANE_00984,JINGLCIG_00246,ADPOPIFB_00588,NJBJJNNI_01766,,AIHILEFE_00981,JGGOHAED_01145,GJMCKLCA_01219,GBODHHMP_02147,MNODNHPF_01939,EJGBHNGE_00355,BJIHFIIA_01462,CCJAMINL_01885,INNBEBHB_01375,BCLEFNON_02284,PIKLICFD_01643,KCBGGAIE_01238,DKDLJDCI_01468,HHABKOMD_01212,HFDAGFPP_01563,OIIKEPCC_01808,LJEDAGOM_01343,IPMILDJG_01558,BJPOBNPA_00512,MHOHJPEI_00353,IFBIBDFK_02045,NDJNICBH_00753,GDMGBJMC_01380,PCEJJBAK_01809,CENHJHOP_01668,OJDKFIFK_01666,HDNLMBCC_00880,LLAELIHG_00527,JNMNFCGE_00325,FDAPKMPL_01395,PPEHEOKD_00655,GBLJPCAA_01464,DMLJKPOB_01662
loiP,,Metalloprotease LoiP,41,41,1,56,6252,18,9,,743,791,789,CNENEDLI_01695,DFALKBJJ_01552,EJBHNGMC_02010,DCFFOKJI_02202,PHBPEANE_00983,JINGLCIG_00245,ADPOPIFB_00587,NJBJJNNI_01765,,AIHILEFE_00980,JGGOHAED_01144,GJMCKLCA_01220,GBODHHMP_02146,MNODNHPF_01938,EJGBHNGE_00356,BJIHFIIA_01461,CCJAMINL_01884,INNBEBHB_01374,BCLEFNON_02285,PIKLICFD_01642,KCBGGAIE_01237,DKDLJDCI_01469,HHABKOMD_01211,HFDAGFPP_01562,OIIKEPCC_01807,LJEDAGOM_01342,IPMILDJG_01557,BJPOBNPA_00511,MHOHJPEI_00352,IFBIBDFK_02044,NDJNICBH_00752,GDMGBJMC_01379,PCEJJBAK_01808,CENHJHOP_01667,OJDKFIFK_01665,HDNLMBCC_00881,LLAELIHG_00526,JNMNFCGE_00324,FDAPKMPL_01394,PPEHEOKD_00656,GBLJPCAA_01463,DMLJKPOB_01661
